Unnamed: 0,CampaignID,GoalAmount,RaisedAmount,DurationDays,NumBackers,Category,LaunchMonth,Country,Currency,OwnerExperience,VideoIncluded,SocialMediaPresence,NumUpdates,IsSuccessful
56380,CID_56380,21007,28958.285788433022,59,617,Music,January,Germany,AUD,12,Yes,52873,12,1
56381,CID_56381,89231,82892.42724739126,25,1206,Technology,August,Germany,EUR,5,No,78455,5,0
56382,CID_56382,60503,35211.99935608156,28,1238,Film,August,Germany,CAD,3,Yes,42073,18,0
56383,CID_56383,56254,76389.3793739789,66,1725,Music,August,Germany,EUR,0,No,23332,44,1
56384,CID_56384,99851,131212.80634260987,86,1380,Art,January,USA,CAD,15,No,63080,0,1
56385,CID_56385,54015,65619.10284081845,25,593,Art,December,Germany,CAD,12,Yes,51910,43,1
56386,CID_56386,84316,64023.59540527898,84,1945,Music,September,USA,AUD,16,No,56499,18,0
56387,CID_56387,44980,46070.00325060927,33,1926,Games,February,UK,GBP,6,Yes,83520,16,1
56388,CID_56388,44335,26744.891256515624,25,1781,Games,June,UK,USD,1,No,35820,28,0
56389,CID_56389,23096,15460.147594340053,55,1477,Music,July,Germany,GBP,9,No,85400,35,0
56390,CID_56390,91563,45987.57970784152,63,820,Technology,September,Australia,USD,19,No,34053,12,0
56391,CID_56391,3726,2418.3831702454404,59,1149,Games,February,USA,AUD,3,No,11709,36,0
56392,CID_56392,33508,41477.02686271098,31,1915,Art,March,Australia,EUR,14,Yes,44294,30,1
56393,CID_56393,36736,18574.282229319306,53,1722,Music,July,Canada,GBP,3,No,87586,3,0
56394,CID_56394,57072,68548.78562856483,87,819,Film,April,Canada,AUD,7,Yes,92097,29,1
56395,CID_56395,41663,50484.040996931166,21,1700,Art,July,Australia,USD,2,Yes,84756,40,1
56396,CID_56396,91044,127383.74080644218,65,596,Music,March,UK,USD,0,No,550,37,1
56397,CID_56397,73254,62010.70293966439,88,634,Technology,January,Germany,EUR,14,Yes,79719,32,0
56398,CID_56398,8572,5312.421322634814,80,1555,Games,May,USA,GBP,16,Yes,12665,20,0
56399,CID_56399,86570,73193.67762618823,15,863,Film,September,UK,USD,8,Yes,14289,4,0
56400,CID_56400,11972,9822.61015548032,49,341,Music,February,Australia,GBP,10,Yes,50076,40,0
56401,CID_56401,95194,57310.54450058293,31,1604,Games,April,Canada,AUD,0,Yes,27063,8,0
56402,CID_56402,26805,15851.617507791578,35,1702,Film,January,UK,GBP,16,Yes,79898,3,0
56403,CID_56403,12092,11589.354098645654,81,1174,Technology,September,USA,CAD,5,No,36962,25,0
56404,CID_56404,13441,11511.591830979896,41,55,Film,May,USA,GBP,19,Yes,68978,20,0
56405,CID_56405,59002,33098.02409431396,80,54,Music,October,Canada,CAD,18,No,81587,40,0
56406,CID_56406,97555,103864.67298851527,17,1987,Games,January,Australia,EUR,4,Yes,85049,46,1
56407,CID_56407,88830,119068.70872172604,27,297,Technology,June,Canada,USD,13,Yes,64801,5,1
56408,CID_56408,27618,38766.61123051648,79,1940,Games,January,Germany,USD,16,No,69689,7,1
56409,CID_56409,64961,37768.34559907965,23,683,Technology,February,USA,GBP,10,No,70326,24,0
56410,CID_56410,79448,118173.24959358537,63,1099,Games,April,Germany,CAD,8,Yes,29725,46,1
56411,CID_56411,89741,132103.89775059387,26,665,Games,May,Germany,GBP,4,Yes,16415,42,1
56412,CID_56412,84035,109134.1937507266,86,1038,Games,September,UK,EUR,13,Yes,87548,23,1
56413,CID_56413,2814,3405.9404207487,73,973,Art,June,UK,AUD,10,Yes,4128,29,1
56414,CID_56414,58424,79501.07176924395,57,965,Film,July,Canada,GBP,17,No,16638,16,1
56415,CID_56415,30105,32134.548549323663,27,796,Games,September,Australia,GBP,1,Yes,41992,15,1
56416,CID_56416,52775,71472.13404748589,16,1800,Games,November,Germany,CAD,10,No,95158,37,1
56417,CID_56417,52219,36641.313704660766,43,1630,Art,October,USA,EUR,16,Yes,63060,36,0
56418,CID_56418,39527,32622.208931060813,55,1210,Technology,April,Australia,USD,6,No,86135,45,0
56419,CID_56419,93995,118055.77018493056,43,506,Film,January,Germany,USD,7,No,40089,46,1
56420,CID_56420,53798,77824.93562787524,72,843,Art,December,UK,EUR,6,Yes,4470,34,1
56421,CID_56421,79594,100422.83680751496,68,821,Art,May,USA,CAD,11,Yes,55129,48,1
56422,CID_56422,25745,36832.84802690602,60,740,Film,January,Canada,GBP,0,No,15758,36,1
56423,CID_56423,84039,60109.798071997335,86,1062,Games,September,UK,USD,4,Yes,24513,18,0
56424,CID_56424,40041,28655.63069938886,40,76,Art,March,UK,AUD,10,No,58251,28,0
56425,CID_56425,94028,50391.17925166837,51,241,Music,February,USA,GBP,14,No,87169,12,0
56426,CID_56426,28557,27093.879332361343,39,992,Games,January,Australia,CAD,8,Yes,32687,19,0
56427,CID_56427,4886,3284.323746159804,68,1553,Film,September,USA,USD,7,Yes,32935,44,0
56428,CID_56428,40803,50692.92678515989,50,1477,Art,September,USA,AUD,17,Yes,29836,36,1
56429,CID_56429,50633,29885.20660496186,23,1627,Technology,March,USA,USD,15,No,81319,2,0
56430,CID_56430,17826,14898.15569764296,87,1822,Technology,February,Germany,AUD,14,Yes,94604,10,0
56431,CID_56431,93839,58712.22259516725,78,1895,Music,February,Germany,USD,11,No,7213,2,0
56432,CID_56432,65942,72275.40056565478,40,598,Film,January,Canada,AUD,0,Yes,59382,34,1
56433,CID_56433,50414,25348.20622519625,78,1828,Games,July,USA,USD,8,Yes,5621,8,0
56434,CID_56434,13264,11876.696774430544,47,1139,Technology,December,UK,CAD,11,No,49643,3,0
56435,CID_56435,36796,52986.875266475145,56,1094,Film,February,Canada,AUD,1,Yes,21537,34,1
56436,CID_56436,35774,40899.09122281207,29,1159,Art,October,UK,CAD,14,No,92016,11,1
56437,CID_56437,55089,60808.9902154112,56,74,Art,March,Australia,GBP,9,Yes,93262,38,1
56438,CID_56438,18635,27159.10766168636,35,173,Music,January,USA,USD,10,No,15552,11,1
56439,CID_56439,52534,62969.37415703985,44,1949,Music,August,Germany,GBP,0,No,70337,24,1
56440,CID_56440,4147,2472.017778095951,18,848,Technology,June,Australia,AUD,18,No,86795,46,0
56441,CID_56441,83959,86783.34767230536,70,1132,Art,September,Germany,CAD,11,Yes,57989,45,1
56442,CID_56442,99134,84421.20602275629,22,1440,Art,January,Australia,CAD,17,No,6720,5,0
56443,CID_56443,46011,23487.44339652218,60,1783,Technology,October,Australia,EUR,19,No,30727,35,0
56444,CID_56444,45760,38660.48653229371,51,1479,Art,October,Australia,GBP,14,Yes,37364,9,0
56445,CID_56445,19941,29190.997921482915,85,746,Games,June,USA,EUR,17,Yes,69996,1,1
56446,CID_56446,43514,53573.267040841725,32,1341,Art,July,Australia,CAD,18,No,58293,29,1
56447,CID_56447,80440,71340.96681662154,29,521,Games,February,USA,GBP,7,Yes,61312,47,0
56448,CID_56448,96919,130985.41712009156,73,654,Art,January,Australia,USD,3,No,8131,23,1
56449,CID_56449,21841,19040.46434552063,87,1837,Games,March,UK,CAD,5,Yes,21335,13,0
56450,CID_56450,94886,136337.07241319888,50,1187,Film,January,USA,AUD,13,No,24830,17,1
56451,CID_56451,57201,31987.772990013666,70,913,Film,January,Australia,EUR,5,No,62397,35,0
56452,CID_56452,83059,41662.37648451835,68,452,Art,September,UK,AUD,7,Yes,43334,38,0
56453,CID_56453,53836,64486.543315260256,76,1834,Games,December,Canada,GBP,19,No,41432,8,1
56454,CID_56454,81218,91319.04404225682,32,1115,Games,March,Australia,USD,7,No,98989,30,1
56455,CID_56455,63931,44697.43225248648,32,887,Film,June,Germany,USD,8,Yes,46780,17,0
56456,CID_56456,39612,35440.35947732592,81,1447,Games,June,Australia,CAD,8,No,77993,41,0
56457,CID_56457,78611,64402.64660582119,37,1596,Art,March,Germany,CAD,12,No,60400,26,0
56458,CID_56458,38334,51488.14973697899,25,91,Technology,January,Canada,CAD,10,No,53136,24,1
56459,CID_56459,93716,136286.6020862799,79,1474,Games,June,Canada,USD,4,No,26588,29,1
56460,CID_56460,35815,32883.04124691944,30,1628,Music,June,USA,CAD,7,No,45168,7,0
56461,CID_56461,81543,51116.9815500976,40,1826,Games,October,USA,EUR,18,Yes,66079,20,0
56462,CID_56462,42064,52877.7008461293,57,1518,Technology,June,Germany,CAD,13,Yes,76237,39,1
56463,CID_56463,89899,89842.8115446996,58,23,Technology,December,Germany,GBP,5,No,86887,4,0
56464,CID_56464,5456,4464.550288328536,54,77,Art,June,UK,USD,16,No,79483,32,0
56465,CID_56465,35932,39444.72090333409,78,467,Technology,February,Germany,AUD,8,Yes,6831,14,1
56466,CID_56466,76632,112967.4148066623,83,1297,Technology,August,USA,GBP,17,Yes,49886,30,1
56467,CID_56467,7934,4476.255268488633,88,675,Games,September,Germany,AUD,7,No,32925,23,0
56468,CID_56468,52440,59414.37770784965,84,1508,Games,July,Canada,AUD,0,No,78849,32,1
56469,CID_56469,56631,39307.12166531675,21,1946,Music,June,USA,GBP,6,Yes,58660,42,0
56470,CID_56470,50248,40557.56702412539,36,565,Art,August,USA,EUR,10,No,23919,23,0
56471,CID_56471,46985,69101.76085799758,46,1267,Art,October,Australia,EUR,1,Yes,80739,31,1
56472,CID_56472,4136,5443.414415998896,81,1067,Music,March,UK,EUR,12,Yes,31129,11,1
56473,CID_56473,98893,133178.02144297244,31,1175,Technology,October,Germany,CAD,16,No,93589,31,1
56474,CID_56474,70782,59028.46138403768,52,821,Technology,January,Australia,AUD,17,No,23570,35,0
56475,CID_56475,36663,40806.3257576021,41,837,Music,September,Australia,EUR,7,No,61230,15,1
56476,CID_56476,82057,76881.14674898073,51,123,Games,June,UK,CAD,14,No,90695,49,0
56477,CID_56477,94554,81711.86930983078,64,1208,Film,July,Germany,EUR,0,Yes,42424,48,0
56478,CID_56478,22848,11466.137674141122,72,825,Games,March,Australia,CAD,0,Yes,37723,36,0
56479,CID_56479,27669,18768.191443230808,71,344,Art,September,USA,AUD,13,No,61068,3,0
56480,CID_56480,68475,48203.41866583652,53,1461,Games,January,UK,GBP,10,No,47507,46,0
56481,CID_56481,97666,141918.95555806236,86,1573,Art,November,USA,USD,18,Yes,71221,0,1
56482,CID_56482,38145,38670.78086603824,83,1146,Film,July,USA,USD,13,No,93645,14,1
56483,CID_56483,41775,49799.84658461867,63,1884,Music,January,Australia,GBP,15,No,24239,42,1
56484,CID_56484,62987,37122.90456210525,55,175,Film,March,UK,AUD,19,No,28350,42,0
56485,CID_56485,48118,27564.66489606732,18,1186,Film,August,Germany,GBP,5,No,11255,33,0
56486,CID_56486,16897,16890.311919417396,52,1771,Art,January,Australia,AUD,1,No,8433,19,0
56487,CID_56487,49686,50136.79035491524,56,999,Technology,August,Canada,GBP,17,No,92268,31,1
56488,CID_56488,85136,71381.3694174024,31,1853,Music,January,UK,AUD,1,Yes,56601,5,0
56489,CID_56489,80889,79659.93935542926,34,1411,Film,September,Canada,CAD,16,No,56292,43,0
56490,CID_56490,18480,19442.9385573558,43,1108,Film,December,UK,CAD,1,No,39633,17,1
56491,CID_56491,55220,72268.13720793196,58,973,Games,July,Canada,GBP,19,Yes,34548,9,1
56492,CID_56492,41084,27655.896783699125,75,862,Music,July,Australia,AUD,9,No,2615,23,0
56493,CID_56493,10201,10485.179497013069,63,1130,Games,September,Canada,CAD,6,Yes,6292,32,1
56494,CID_56494,4877,3393.433912787987,16,1255,Film,June,Germany,CAD,18,Yes,88727,44,0
56495,CID_56495,71613,69189.33578713855,54,558,Technology,January,Australia,CAD,18,Yes,63263,37,0
56496,CID_56496,84548,107967.98740514524,29,1748,Games,July,Germany,EUR,17,Yes,92179,30,1
56497,CID_56497,9412,9668.71268240341,72,521,Games,June,UK,CAD,15,No,53548,19,1
56498,CID_56498,44383,24035.36195877081,50,1416,Games,November,Germany,EUR,0,Yes,17882,15,0
56499,CID_56499,64704,70461.33399782718,30,1164,Technology,April,USA,CAD,8,Yes,31836,38,1
56500,CID_56500,74581,61167.12913831693,72,1239,Technology,February,Germany,AUD,4,No,21765,29,0
56501,CID_56501,4079,4337.351373787544,26,1019,Art,November,Germany,EUR,19,Yes,68687,41,1
56502,CID_56502,30929,21025.823938039885,31,677,Art,May,Australia,USD,11,Yes,97873,1,0
56503,CID_56503,8744,4576.986648452244,65,1206,Games,April,UK,USD,13,No,12890,26,0
56504,CID_56504,82054,64369.18916574551,83,565,Music,March,USA,USD,12,Yes,15661,40,0
56505,CID_56505,90684,53987.22957173411,88,1514,Music,May,Canada,AUD,14,No,73524,42,0
56506,CID_56506,47419,37989.28101467529,30,108,Art,June,Canada,EUR,2,No,75833,2,0
56507,CID_56507,41703,22725.408491875867,73,1266,Technology,June,Canada,EUR,8,Yes,66287,13,0
56508,CID_56508,23631,29754.588868713043,47,594,Art,March,UK,CAD,8,No,15488,18,1
56509,CID_56509,98184,144334.3164112158,53,1807,Music,April,Canada,GBP,2,No,73851,39,1
56510,CID_56510,38907,49338.01927043315,69,776,Music,May,USA,EUR,4,No,43880,20,1
56511,CID_56511,17597,19430.70866745917,63,604,Technology,August,UK,GBP,15,No,45626,49,1
56512,CID_56512,18666,20052.98894382095,81,1862,Games,August,USA,EUR,16,No,39897,46,1
56513,CID_56513,1852,2102.800028951854,37,251,Film,February,Canada,GBP,3,No,57868,32,1
56514,CID_56514,10223,10851.452256406634,52,49,Music,December,Germany,AUD,15,No,34734,28,1
56515,CID_56515,35616,27652.22130258617,63,1289,Music,May,Australia,CAD,13,Yes,47903,29,0
56516,CID_56516,74402,45154.24750795772,37,1988,Art,September,UK,CAD,16,Yes,32159,12,0
56517,CID_56517,4359,4890.01602501865,26,1489,Film,July,UK,EUR,10,No,3706,5,1
56518,CID_56518,96140,134005.21521391018,70,1688,Games,January,Germany,USD,1,Yes,61027,10,1
56519,CID_56519,87403,78435.99464494998,71,984,Film,March,Australia,AUD,12,No,79669,49,0
56520,CID_56520,66875,45232.53564696477,66,580,Music,August,Australia,AUD,18,Yes,64455,13,0
56521,CID_56521,39353,31477.35628830096,21,1334,Technology,August,Canada,EUR,2,No,79146,6,0
56522,CID_56522,15138,19071.46043598029,16,372,Art,September,Australia,AUD,14,Yes,98513,37,1
56523,CID_56523,5960,7768.90297292208,68,684,Technology,August,Canada,CAD,13,Yes,11698,25,1
56524,CID_56524,12553,13188.455527079788,55,118,Music,July,Australia,EUR,18,No,85362,21,1
56525,CID_56525,36421,47256.05203535385,80,1484,Film,April,UK,CAD,12,Yes,74961,13,1
56526,CID_56526,32997,44255.34485792431,64,1759,Games,February,UK,AUD,1,No,43139,48,1
56527,CID_56527,28105,21277.97505522911,37,1207,Music,June,UK,EUR,1,No,38986,13,0
56528,CID_56528,64640,49847.452358216105,35,1426,Games,October,Canada,CAD,6,Yes,14050,11,0
56529,CID_56529,79113,75350.81550530714,86,112,Technology,August,UK,AUD,19,No,44201,34,0
56530,CID_56530,90455,134067.49374976684,42,248,Technology,December,USA,GBP,19,No,13059,13,1
56531,CID_56531,12168,16280.159996159451,16,1770,Games,January,UK,AUD,17,No,5327,0,1
56532,CID_56532,48607,47893.942309143946,35,61,Music,September,UK,GBP,16,Yes,15546,30,0
56533,CID_56533,81005,105741.23611168956,81,1488,Film,June,USA,CAD,12,No,70398,44,1
56534,CID_56534,38379,34373.04449781544,54,531,Film,May,Canada,USD,11,Yes,54050,37,0
56535,CID_56535,78606,80089.43451475755,78,1929,Art,December,Australia,USD,19,Yes,30808,13,1
56536,CID_56536,83529,121498.31381998627,34,1919,Art,July,Australia,CAD,16,No,74771,16,1
56537,CID_56537,39756,54012.808063487886,55,1898,Film,December,USA,AUD,9,Yes,59613,13,1
56538,CID_56538,41848,58372.93699222898,19,487,Film,July,USA,AUD,19,No,43446,30,1
56539,CID_56539,89805,72297.39082980329,23,1755,Film,January,USA,CAD,15,Yes,1487,27,0
56540,CID_56540,32680,41506.51988368483,74,854,Art,December,Germany,GBP,10,No,78811,41,1
56541,CID_56541,59591,39553.69675051374,43,1221,Music,May,Australia,USD,3,Yes,88727,23,0
56542,CID_56542,23220,20801.816475277,67,1816,Technology,March,Australia,CAD,4,No,66561,13,0
56543,CID_56543,23494,21932.26811216237,70,1276,Art,July,Germany,CAD,8,No,44045,22,0
56544,CID_56544,70346,85493.00945168373,56,1823,Art,November,Australia,GBP,1,Yes,86527,10,1
56545,CID_56545,45035,50061.7552771125,41,1500,Technology,October,Germany,USD,0,No,15968,2,1
56546,CID_56546,52315,27242.69780453837,38,1884,Art,April,Canada,USD,3,Yes,63379,42,0
56547,CID_56547,2342,1734.1545246747082,45,1724,Art,March,Australia,AUD,17,Yes,36856,0,0
56548,CID_56548,33194,39776.23013273044,80,893,Art,October,Australia,CAD,7,No,92479,1,1
56549,CID_56549,25789,37682.79648796482,68,1545,Music,February,Canada,GBP,5,Yes,2440,45,1
56550,CID_56550,56317,47783.57256805827,49,1056,Art,November,UK,AUD,1,No,1354,25,0
56551,CID_56551,90384,110212.37233697166,34,592,Technology,February,USA,CAD,14,No,48059,38,1
56552,CID_56552,4378,5741.797657851142,24,1094,Music,January,UK,AUD,4,Yes,301,17,1
56553,CID_56553,73650,59875.90951245627,85,1248,Art,July,Canada,USD,13,No,14232,42,0
56554,CID_56554,78239,97349.76855488088,55,63,Music,September,UK,GBP,3,Yes,59991,31,1
56555,CID_56555,62440,40808.24781105198,46,432,Art,June,Australia,EUR,16,Yes,6472,17,0
56556,CID_56556,45722,62139.60930886093,60,1181,Technology,May,Canada,CAD,13,No,46292,35,1
56557,CID_56557,94961,98179.71631128884,65,797,Technology,May,UK,EUR,16,Yes,68874,24,1
56558,CID_56558,3056,1769.737917956156,32,299,Music,January,Australia,CAD,9,Yes,88049,46,0
56559,CID_56559,29879,43561.98933866903,55,1926,Art,April,USA,GBP,7,Yes,16803,33,1
56560,CID_56560,47326,63523.74161165025,68,74,Art,March,UK,AUD,6,Yes,68287,44,1
56561,CID_56561,27892,16232.509441135617,54,1709,Film,November,Australia,AUD,4,Yes,75670,15,0
56562,CID_56562,26905,22549.759631169127,57,222,Technology,September,USA,AUD,2,Yes,74113,43,0
56563,CID_56563,66932,51157.46779788756,35,189,Film,February,USA,GBP,9,No,98483,1,0
56564,CID_56564,14725,21472.821866086124,72,197,Music,January,USA,AUD,5,Yes,85274,13,1
56565,CID_56565,64812,49752.16676045727,82,1340,Art,August,Canada,GBP,14,No,20913,28,0
56566,CID_56566,32352,31340.616635422222,86,473,Music,July,Canada,USD,5,Yes,97813,19,0
56567,CID_56567,13239,14054.838247961265,25,684,Games,March,Canada,EUR,2,No,91134,27,1
56568,CID_56568,97643,112650.37552960514,50,145,Film,May,UK,EUR,4,Yes,19880,46,1
56569,CID_56569,46592,55465.50858599972,60,647,Film,April,Germany,CAD,18,No,46569,26,1
56570,CID_56570,6928,4536.098367296038,67,1972,Art,June,USA,AUD,6,Yes,61931,34,0
56571,CID_56571,30001,25714.48638778948,54,1051,Technology,August,Australia,EUR,18,No,20546,11,0
56572,CID_56572,71811,59938.63374468225,39,893,Film,November,Canada,EUR,6,No,41283,37,0
56573,CID_56573,84833,73426.63317655677,71,528,Music,May,Australia,GBP,11,Yes,41496,35,0
56574,CID_56574,40293,26908.2525694038,15,201,Music,May,Canada,CAD,7,Yes,17757,11,0
56575,CID_56575,63115,76842.23734867095,75,1220,Art,July,Canada,EUR,10,Yes,26712,9,1
56576,CID_56576,18440,10170.954150620351,79,406,Film,February,USA,USD,10,Yes,28844,8,0
56577,CID_56577,18308,14313.347020153176,48,1869,Film,October,USA,AUD,11,No,24335,28,0
56578,CID_56578,90888,58074.30175190422,76,1553,Film,February,UK,USD,12,Yes,42053,18,0
56579,CID_56579,77049,87068.20373412246,40,1016,Technology,June,Germany,CAD,9,No,5695,38,1
56580,CID_56580,28381,32553.829207373103,37,852,Art,March,USA,AUD,5,Yes,69948,17,1
56581,CID_56581,48439,30306.643939820533,54,1910,Technology,December,UK,AUD,13,Yes,8223,34,0
56582,CID_56582,49397,74022.11800816389,86,419,Art,September,Australia,AUD,12,No,20847,49,1
56583,CID_56583,75198,110620.03722719377,29,718,Technology,April,USA,CAD,12,No,15863,26,1
56584,CID_56584,57242,52927.93591099998,51,1450,Music,November,USA,CAD,16,No,9531,41,0
56585,CID_56585,6230,4067.6902329512886,22,1636,Art,March,Australia,AUD,17,No,62171,48,0
56586,CID_56586,79544,66607.62606163876,77,298,Art,July,Germany,GBP,3,Yes,69773,28,0
56587,CID_56587,72727,81785.5788013233,57,1981,Technology,July,Canada,GBP,10,Yes,73910,21,1
56588,CID_56588,33249,20733.18669784977,58,778,Technology,December,USA,USD,7,No,57168,42,0
56589,CID_56589,79305,72546.55722663988,76,22,Art,January,Australia,USD,13,No,64040,22,0
56590,CID_56590,44390,26593.542988333866,19,1403,Film,January,UK,GBP,17,Yes,7200,12,0
56591,CID_56591,16939,18461.77297121002,50,379,Technology,April,Australia,GBP,3,No,35145,46,1
56592,CID_56592,43837,42537.35573973414,55,1621,Art,August,Australia,GBP,4,Yes,91966,4,0
56593,CID_56593,67211,97624.52876888344,43,295,Music,November,Germany,CAD,9,Yes,15143,38,1
56594,CID_56594,15249,10832.043093534265,62,187,Music,January,Canada,AUD,17,No,2354,32,0
56595,CID_56595,91613,57272.68612594845,49,941,Games,November,Canada,GBP,14,No,18703,32,0
56596,CID_56596,71468,70069.07123323967,33,1659,Music,May,Canada,CAD,18,Yes,70578,31,0
56597,CID_56597,20509,28918.24322268581,71,443,Games,September,Australia,CAD,18,Yes,82711,16,1
56598,CID_56598,99980,103763.61993100418,88,38,Music,March,Germany,EUR,4,No,64289,8,1
56599,CID_56599,33157,29028.84080430212,47,545,Art,March,UK,GBP,16,Yes,73197,3,0
56600,CID_56600,97505,131078.9391329569,18,695,Art,June,Canada,EUR,10,Yes,58848,45,1
56601,CID_56601,47660,32819.67546580068,48,869,Art,July,Germany,AUD,9,No,92249,24,0
56602,CID_56602,15568,14561.074751833426,62,1788,Technology,March,Australia,GBP,1,No,35504,27,0
56603,CID_56603,77726,63936.85124163416,83,122,Technology,July,Germany,GBP,11,No,92688,34,0
56604,CID_56604,13269,9511.426100667904,54,1355,Music,May,USA,EUR,8,No,27693,27,0
56605,CID_56605,37288,51889.72042635147,87,1126,Technology,September,Canada,GBP,15,No,54583,39,1
56606,CID_56606,5790,3752.4932389736296,56,875,Technology,April,USA,GBP,1,No,57529,32,0
56607,CID_56607,30807,45749.89520632671,86,733,Technology,May,UK,CAD,14,No,56822,11,1
56608,CID_56608,95332,89872.33794810247,72,1365,Games,November,Canada,EUR,13,No,61599,29,0
56609,CID_56609,70251,55230.0996404813,41,1146,Music,December,Australia,GBP,7,Yes,92594,35,0
56610,CID_56610,77599,39806.253214296754,69,1613,Music,August,UK,EUR,7,No,64522,40,0
56611,CID_56611,45838,67298.19093195982,54,1269,Film,March,Australia,USD,1,No,57288,12,1
56612,CID_56612,87612,76266.61938551131,25,517,Art,October,USA,AUD,10,Yes,11031,7,0
56613,CID_56613,17022,17589.50679161628,61,1176,Music,November,UK,AUD,3,No,54729,31,1
56614,CID_56614,79177,117710.1561443476,34,418,Music,November,Canada,AUD,17,Yes,92289,18,1
56615,CID_56615,21665,11053.986428521172,37,83,Art,April,UK,EUR,0,No,89649,24,0
56616,CID_56616,76275,71857.34620737292,31,381,Music,March,Australia,AUD,12,No,26893,13,0
56617,CID_56617,84114,51525.26491795224,87,1796,Art,June,Germany,CAD,19,Yes,2137,33,0
56618,CID_56618,56448,44447.85098086756,17,1956,Games,January,USA,USD,5,Yes,44276,29,0
56619,CID_56619,2616,2758.219808934189,70,1398,Technology,October,Canada,EUR,16,No,37847,18,1
56620,CID_56620,82445,116426.83081198418,34,1311,Art,May,Canada,GBP,1,No,51630,3,1
56621,CID_56621,62988,71607.49156966642,44,1451,Music,May,UK,CAD,18,Yes,7651,10,1
56622,CID_56622,36494,26743.9182960877,85,926,Technology,February,Australia,CAD,11,No,69746,25,0
56623,CID_56623,71204,99651.97103760148,87,492,Games,June,Germany,CAD,6,Yes,82969,27,1
56624,CID_56624,7777,7550.791688823471,48,1284,Technology,November,Australia,USD,2,No,86056,36,0
56625,CID_56625,80013,117014.70269520598,42,1083,Film,August,Australia,AUD,11,No,39596,42,1
56626,CID_56626,15757,22067.542031727065,25,1026,Technology,June,USA,EUR,13,Yes,72647,37,1
56627,CID_56627,43659,33127.20928775879,40,1283,Games,June,Germany,CAD,15,Yes,48565,23,0
56628,CID_56628,17928,22091.30160513196,81,1018,Technology,July,UK,AUD,19,Yes,21556,3,1
56629,CID_56629,57496,67571.77543481768,33,333,Art,June,Germany,USD,2,No,9344,34,1
56630,CID_56630,71551,105942.87475097344,28,1295,Film,February,USA,CAD,17,Yes,89407,18,1
56631,CID_56631,61659,76469.56755079809,82,1655,Film,October,Australia,GBP,9,No,80282,5,1
56632,CID_56632,30540,42225.79786858101,68,35,Art,February,Germany,USD,5,Yes,22165,9,1
56633,CID_56633,36065,37083.16333574901,78,634,Film,July,Germany,CAD,18,No,2834,8,1
56634,CID_56634,57759,48682.18113248543,58,177,Music,October,Canada,AUD,19,Yes,11987,28,0
56635,CID_56635,50570,61128.40368177025,21,1203,Games,December,Australia,AUD,8,Yes,26133,48,1
56636,CID_56636,88450,105061.98211230554,32,338,Film,March,UK,CAD,19,No,10719,9,1
56637,CID_56637,20127,10964.541713502274,58,1519,Games,February,USA,AUD,0,Yes,69430,41,0
56638,CID_56638,50349,54750.56717135625,60,1780,Art,September,Canada,CAD,0,Yes,64087,12,1
56639,CID_56639,45472,62745.80133837767,39,1251,Art,October,USA,GBP,2,Yes,59749,22,1
56640,CID_56640,80234,85663.9691879395,77,1038,Music,May,Canada,EUR,12,Yes,61171,9,1
56641,CID_56641,75065,87689.59394623523,54,1963,Games,October,Canada,GBP,2,No,20085,49,1
56642,CID_56642,54712,45814.662213392,81,337,Technology,May,USA,AUD,3,No,26561,31,0
56643,CID_56643,62500,45318.1875485395,75,422,Technology,September,Australia,GBP,12,No,75078,18,0
56644,CID_56644,29779,37098.06837445876,69,693,Music,February,Australia,USD,11,Yes,10499,4,1
56645,CID_56645,31749,30214.8038934778,24,1252,Games,December,UK,CAD,9,Yes,79272,30,0
56646,CID_56646,87025,83010.06083244341,43,1112,Art,September,UK,AUD,5,No,20882,9,0
56647,CID_56647,38844,49671.25500767846,78,720,Film,September,Australia,EUR,10,No,81226,14,1
56648,CID_56648,8176,11575.470803040522,43,412,Art,February,Canada,GBP,7,No,93737,6,1
56649,CID_56649,93125,118934.21341271009,50,320,Games,September,USA,CAD,9,No,22296,29,1
56650,CID_56650,8413,8420.195265236649,50,1851,Music,September,Canada,AUD,3,No,62825,17,1
56651,CID_56651,85993,96476.76527325618,76,1161,Art,September,UK,GBP,10,Yes,29168,2,1
56652,CID_56652,95200,106826.1909706286,47,980,Music,March,Canada,AUD,7,Yes,87440,37,1
56653,CID_56653,63283,74588.28571354765,18,1182,Technology,September,Canada,EUR,3,No,41371,2,1
56654,CID_56654,4238,6253.921291071397,45,28,Technology,February,Germany,AUD,0,No,91892,23,1
56655,CID_56655,29718,17890.39009322559,80,312,Music,December,USA,EUR,13,No,416,46,0
56656,CID_56656,53784,53228.33892094396,62,1061,Technology,June,USA,EUR,14,No,77053,44,0
56657,CID_56657,23961,17597.938233452558,53,193,Film,December,Germany,AUD,17,No,13623,5,0
56658,CID_56658,75751,70233.14426633327,47,1377,Film,November,Germany,EUR,8,No,47432,31,0
56659,CID_56659,27949,30740.15548775308,50,212,Games,May,Germany,USD,5,Yes,64442,16,1
56660,CID_56660,42292,56867.72009645631,86,1092,Technology,March,Canada,USD,11,Yes,54391,23,1
56661,CID_56661,80980,94612.87822819514,88,1591,Games,January,UK,CAD,15,No,54469,18,1
